6659,"DULCE DE LECHE LANFIELD X10KG",0107000014
6659,"DULCE DE LECHE LANFIELD X10KG",0107000014
6661,"DULCE DE LECHE LANFIELD X3KG",0107000015
6661,"DULCE DE LECHE LANFIELD X3KG",0107000015
6661,"DULCE DE LECHE LANFIELD X3KG",0107000015
6663,"DULCE DE LECHE LANFIELD X5KG",0107000016
6663,"DULCE DE LECHE LANFIELD X5KG",0107000016
6667,"DULCE DE LECHE LEDEVIT X5KG",0107000018
6695,"F.ROSA MED C/H MULTIC JAZ X20",0116000163
6697,"F.ROSA MED LILA JAZ X25",0116000172
6697,"F.ROSA MED LILA JAZ X25",0116000172
7075,"PASTA RELL CHOCO MAPSA X450G",0115000120
8113,"F.ROSA MED BLANCO JAZ X25",0116000156
8113,"F.ROSA MED BLANCO JAZ X25",0116000156
9308,"BAÑO MOLDEO BLANCO MAPSA X500G",0102000004
9310,"BAÑO MOLDEO LECHE MAPSA X500G",0102000007
9312,"BAÑO MOLDEO SEMIAMA MAPSA X500",0102000010
9312,"BAÑO MOLDEO SEMIAMA MAPSA X500",0102000010
9317,"BAÑO MOLDEO S/AZUCAR CUBERSUIZ",0102000019
9371,"BAÑO REPOST BCO EASY CHOCX150G",0102000085
9373,"BAÑO REPOST C/L EASY CHOCX150G",0102000087
9375,"BAÑO REPOST SEM EASY CHOCX150G",0102000089
9390,"CACAO AMARGO MAPSA X1KG",0102000112
9390,"CACAO AMARGO MAPSA X1KG",0102000112
9390,"CACAO AMARGO MAPSA X1KG",0102000112
9394,"GOTAS BLANCO ALPINO X1KG",0102000114
9397,"GOTAS DDLECHE ALPINO X1KG",0102000117
9401,"GOTAS SEMIAMARGO ALPINO X1KG",0102000121
9401,"GOTAS SEMIAMARGO ALPINO X1KG",0102000121
9401,"GOTAS SEMIAMARGO ALPINO X1KG",0102000121
9685,"CREMA CHANTILLY LEDEVIT X5KG",0106000030
9685,"CREMA CHANTILLY LEDEVIT X5KG",0106000030
9686,"CREMA CHANTILLY LEDEVIT X1KG",0106000031
9686,"CREMA CHANTILLY LEDEVIT X1KG",0106000031
9687,"CREMA CHANTILLY LEDEVIT X500G",0106000033
9687,"CREMA CHANTILLY LEDEVIT X500G",0106000033
9690,"CREMA CHOCOLATE LEDEVIT X1KG",0106000037
9690,"CREMA CHOCOLATE LEDEVIT X1KG",0106000037
9691,"CREMA CHOCOLATE LEDEVIT X4.5KG",0106000038
9692,"CREMA CHOCOLATE LEDEVIT X500G",0106000039
9692,"CREMA CHOCOLATE LEDEVIT X500G",0106000039
9695,"CREMA FRUTILLA LEDEVIT X1KG",0106000043
9695,"CREMA FRUTILLA LEDEVIT X1KG",0106000043
9696,"CREMA FRUTILLA LEDEVIT X500G",0106000045
9696,"CREMA FRUTILLA LEDEVIT X500G",0106000045
9698,"CREMA PARIS LEDEVIT X280G",0106000047
9700,"CREMA PASTELERA LEDEVIT X250G",0106000049
9704,"CREMA VAINILLA LEDEVIT X5KG",0106000054
9705,"CREMA VAINILLA LEDEVIT X1KG",0106000055
9705,"CREMA VAINILLA LEDEVIT X1KG",0106000055
9706,"CREMA VAINILLA LEDEVIT X500G",0106000057
9706,"CREMA VAINILLA LEDEVIT X500G",0106000057
9773,"DURAZNO CUBO GENTLEMAN X3KG",0109000026
9774,"DURAZNO CUBO GENTLEMAN 6X3KG",0109000027
9775,"DURAZNO CUBO SAN REMO X3KG",0109000028
9776,"DURAZNO CUBO SYP X820G",0109000029
9777,"DURAZNO MITADES GENTLEMAN X3KG",0109000030
9778,"DURAZNO MITADES GENTLEMANX820G",0109000031
9779,"DURAZNO MITADES GENTLEMAN 6X3K",0109000032
9780,"DURAZNO MITADES SAN REMO X3KG",0109000033
9781,"DURAZNO MITADES SAN REMO X820G",0109000034
9782,"DURAZNO MITADES SYP X820G",0109000035
9862,"ESTECA CUCHILLO MULTIUS PARPEN",0120000346
9863,"ESTECA METAL PARAGUITA PARPEN",0120000347
9864,"ESTECA PLANA VAINILLA PARPEN",0120000348
9865,"ESTECA PLASTICA PARPEN X14",0120000349
9866,"ESTECA PLASTICA PARPEN X9",0120000350
9870,"EYECTOR PLAST 15 DISCOS PARPEN",0120000352
9871,"FECULA MAIZ KEUKEN X5KG",0112000003
9872,"F.DURAZNO MED C/H ROJO JAZ X50",0116000038
9873,"F.ROSA GDE C/H ROSA JAZ X10",0116000141
9876,"GANACHE BLANCO ALPINO X2.5KG",0106000064
9877,"GANACHE LIMON ALPINO X2.5KG",0106000065
9879,"GANACHE MANI ALPINO X2.5KG",0106000067
9881,"GANACHE MARROC ALPINO X2.5KG",0106000069
9882,"GANACHE SEMIAMAR ALPINO X2.5KG",0106000070
9882,"GANACHE SEMIAMAR ALPINO X2.5KG",0106000070
9905,"GRAGEA N 2 MULTI DECORM X50G",0104000079
9906,"GRAGEA N 2 ROSA DECORM X50G",0104000085
9907,"GRAGEA N 3 CELESTE DECORM X50G",0104000093
9908,"GRAGEA N 3 MARRON DECORM X50G",0104000095
9909,"GRAGEA N 3 MULTIC DECORM X50G",0104000097
9910,"GRAGEA N 3 NEGRO DECORM X50G",0104000099
9911,"GRAGEA N 3 ROSA DECORM X50G",0104000103
9912,"GRAGEA N 3 TURQUESA DECORMX50G",0104000104
9913,"GRAGEA N 4 AMARILL DECORM X50G",0104000108
9926,"GRANA CORAZON ROSA DECORM X50G",0104000172
9982,"LENTEJA MULTICOLOR CHOOK X1KG",0104000296
